node,task_id,mean_est
amphost002,1,24.27857142857143
amphost002,2,33.65648148148148
amphost002,3,6.719607843137255
amphost002,4,10.329999999999998
amphost002,6,0.4382751073402334
amphost002,7,0.5372750642673522
amphost002,8,48.8235294117647
amphost002,9,2.670000000000001
amphost002,10,0.26380822599309994
amphost002,11,0.3165839308696452
amphost002,13,0.39357165685065976
amphost002,14,1.5299999999999994
amphost002,15,29.883333333333326
amphost002,16,1.850000000000005
amphost002,17,4.947916666666659
amphost002,18,0.44676411104982533
amphost002,19,7.902083333333337
amphost002,20,4.809999999999999
amphost002,24,48.60540540540543
amphost002,25,48.07315436241611
amphost002,26,2.1499999999999995
amphost002,27,2.168060394889663
amphost002,29,0.37891156462585035
amphost002,30,0.5219047619047619
amphost002,31,49.0
amphost002,32,48.8235294117647
amphost002,33,
amphost002,36,16.999999999999993
amphost002,37,0.8638095238095242
amphost002,38,0.2060467479674797
amphost002,41,0.43254676870748304
amphost002,43,15.349999999999994
amphost002,45,0.36460695389266823
amphost002,46,
amphost001,0,33.65535714285714
amphost001,1,
amphost001,3,16.291011235955054
amphost001,5,49.07692307692309
amphost001,12,0.31600470726684304
amphost001,15,37.638690476190476
amphost001,21,0.49611650485436903
amphost001,22,48.811304347826095
amphost001,23,0.5925837320574163
amphost001,28,48.457317073170735
amphost001,31,49.20000000000001
amphost001,34,49.059999999999995
amphost001,35,6.983333333333337
amphost001,39,48.2304054054054
amphost001,40,0.6833333333333323
amphost001,42,0.34826551761754115
amphost001,43,2.7666666666666635
amphost001,44,2.085654093097913
amphost001,47,48.225
amphost001,48,33.355357142857144
amphost001,49,0.41287225919057485
