node,task_id,mean_est
x3003c0s13b0n0,0,7.0
x3003c0s13b0n0,2,5.0
x3003c0s13b0n0,5,4.916666666666667
x3003c0s13b0n0,7,5.0
x3003c0s13b0n0,10,5.0
x3003c0s13b0n0,21,4.0
x3003c0s13b0n0,29,5.0
x3003c0s13b0n0,32,4.0
x3003c0s13b0n0,36,5.0
x3003c0s13b0n0,38,5.0
x3003c0s13b0n0,46,7.981481481481482
x3003c0s13b0n0,47,5.0
x3003c0s13b1n0,0,7.0
x3003c0s13b1n0,4,7.0
x3003c0s13b1n0,5,5.0
x3003c0s13b1n0,7,5.0
x3003c0s13b1n0,10,5.0
x3003c0s13b1n0,17,6.0
x3003c0s13b1n0,21,5.0
x3003c0s13b1n0,29,5.0
x3003c0s13b1n0,37,7.0
x3003c0s13b1n0,38,5.0
x3003c0s13b1n0,40,6.0
x3003c0s13b1n0,47,5.0
x3003c0s13b1n0,49,7.636363636363637
x3003c0s19b0n0,0,6.0
x3003c0s19b0n0,5,19.0
x3003c0s19b0n0,7,19.0
x3003c0s19b0n0,8,7.9655172413793105
x3003c0s19b0n0,10,19.0
x3003c0s19b0n0,13,26.0
x3003c0s19b0n0,21,18.0
x3003c0s19b0n0,28,0.0
x3003c0s19b0n0,29,19.0
x3003c0s19b0n0,30,6.0
x3003c0s19b0n0,33,24.0
x3003c0s19b0n0,34,6.0
x3003c0s19b0n0,38,19.0
x3003c0s19b0n0,40,22.857142857142858
x3003c0s19b0n0,49,6.7272727272727275
x3003c0s19b1n0,0,6.0
x3003c0s19b1n0,2,6.0
x3003c0s19b1n0,5,5.0
x3003c0s19b1n0,7,5.0
x3003c0s19b1n0,9,5.666666666666667
x3003c0s19b1n0,10,5.0
x3003c0s19b1n0,14,5.75
x3003c0s19b1n0,19,11.0
x3003c0s19b1n0,21,5.0
x3003c0s19b1n0,23,6.976470588235294
x3003c0s19b1n0,29,5.0
x3003c0s19b1n0,30,6.0
x3003c0s19b1n0,34,6.0
x3003c0s19b1n0,36,5.0
x3003c0s19b1n0,38,5.0
x3003c0s19b1n0,47,5.714285714285714
x3003c0s19b1n0,49,7.636363636363637
x3003c0s1b0n0,0,6.0
x3003c0s1b0n0,9,0.6666666666666666
x3003c0s1b0n0,14,0.0
x3003c0s1b0n0,21,0.0
x3003c0s1b0n0,26,0.0
x3003c0s1b0n0,28,1.0
x3003c0s1b0n0,34,6.0
x3003c0s1b0n0,39,0.0
x3003c0s1b0n0,41,26.0
x3003c0s1b0n0,42,14.894736842105264
x3003c0s1b0n0,43,0.0
x3003c0s1b0n0,47,0.0
x3003c0s1b0n0,49,6.636363636363637
x3003c0s1b1n0,0,6.0
x3003c0s1b1n0,5,22.0
x3003c0s1b1n0,7,22.0
x3003c0s1b1n0,10,22.0
x3003c0s1b1n0,21,21.5
x3003c0s1b1n0,24,0.0
x3003c0s1b1n0,26,4.0
x3003c0s1b1n0,28,2.1655844155844157
x3003c0s1b1n0,29,22.0
x3003c0s1b1n0,33,22.0
x3003c0s1b1n0,38,22.0
x3003c0s1b1n0,40,23.0
x3003c0s1b1n0,43,0.0
x3003c0s1b1n0,44,23.25
x3003c0s1b1n0,47,21.857142857142858
x3003c0s1b1n0,49,0.0
x3003c0s25b0n0,0,9.5
x3003c0s25b0n0,3,9.0
x3003c0s25b0n0,5,9.0
x3003c0s25b0n0,7,9.0
x3003c0s25b0n0,10,9.0
x3003c0s25b0n0,15,11.0
x3003c0s25b0n0,17,9.0
x3003c0s25b0n0,21,9.0
x3003c0s25b0n0,29,9.0
x3003c0s25b0n0,37,10.341463414634147
x3003c0s25b0n0,38,9.0
x3003c0s25b0n0,40,9.514285714285714
x3003c0s25b0n0,47,8.857142857142858
x3003c0s25b1n0,0,14.0
x3003c0s25b1n0,9,0.7083333333333334
x3003c0s25b1n0,14,0.375
x3003c0s25b1n0,16,0.0
x3003c0s25b1n0,22,0.0
x3003c0s25b1n0,28,4.387987012987013
x3003c0s25b1n0,35,0.0
x3003c0s25b1n0,36,0.375
x3003c0s25b1n0,43,0.0
x3003c0s25b1n0,45,30.625
x3003c0s25b1n0,47,0.375
x3003c0s31b0n0,1,0.0
x3003c0s31b0n0,2,14.0
x3003c0s31b0n0,5,13.0
x3003c0s31b0n0,6,0.0
x3003c0s31b0n0,7,13.0
x3003c0s31b0n0,9,13.666666666666666
x3003c0s31b0n0,10,13.0
x3003c0s31b0n0,11,0.0
x3003c0s31b0n0,12,17.1875
x3003c0s31b0n0,14,13.75
x3003c0s31b0n0,18,0.0
x3003c0s31b0n0,21,13.0
x3003c0s31b0n0,22,
x3003c0s31b0n0,25,
x3003c0s31b0n0,27,0.0
x3003c0s31b0n0,28,15.43661971830986
x3003c0s31b0n0,29,13.0
x3003c0s31b0n0,31,0.0
x3003c0s31b0n0,36,13.5
x3003c0s31b0n0,38,13.0
x3003c0s31b0n0,47,13.0
x3003c0s31b1n0,0,6.0
x3003c0s31b1n0,2,23.956521739130434
x3003c0s31b1n0,5,21.916666666666668
x3003c0s31b1n0,7,22.0
x3003c0s31b1n0,9,22.666666666666668
x3003c0s31b1n0,10,22.0
x3003c0s31b1n0,14,23.0
x3003c0s31b1n0,20,9.6875
x3003c0s31b1n0,21,21.5
x3003c0s31b1n0,28,22.0
x3003c0s31b1n0,29,22.0
x3003c0s31b1n0,36,23.0
x3003c0s31b1n0,38,22.0
x3003c0s31b1n0,47,22.0
x3003c0s31b1n0,48,7.933333333333334
