node,task_id,mean_est
x3015c0s13b0n0,6,9.952380952380953
x3015c0s13b0n0,9,
x3015c0s13b0n0,34,
x3015c0s13b0n0,35,9.0
x3015c0s13b0n0,36,9.0
x3015c0s13b0n0,39,
x3015c0s13b0n0,41,
x3015c0s13b1n0,5,9.0
x3015c0s13b1n0,9,0.0
x3015c0s13b1n0,19,10.0
x3015c0s13b1n0,35,9.0
x3015c0s13b1n0,38,0.0
x3015c0s13b1n0,39,0.0
x3015c0s19b0n0,9,0.0
x3015c0s19b0n0,11,
x3015c0s19b0n0,15,9.681818181818182
x3015c0s19b0n0,32,
x3015c0s19b0n0,35,9.0
x3015c0s19b1n0,5,9.0
x3015c0s19b1n0,9,8.666666666666666
x3015c0s19b1n0,11,8.333333333333334
x3015c0s19b1n0,35,9.0
x3015c0s1b0n0,7,8.0
x3015c0s1b0n0,9,
x3015c0s1b0n0,10,
x3015c0s1b0n0,11,
x3015c0s1b0n0,14,
x3015c0s1b0n0,17,
x3015c0s1b0n0,33,
x3015c0s1b0n0,35,9.0
x3015c0s1b0n0,44,2.0
x3015c0s1b1n0,4,1.0
x3015c0s1b1n0,8,
x3015c0s1b1n0,9,
x3015c0s1b1n0,13,0.0
x3015c0s1b1n0,29,10.0
x3015c0s1b1n0,35,9.0
x3015c0s1b1n0,45,0.0
x3015c0s1b1n0,47,
x3015c0s1b1n0,49,
x3015c0s25b0n0,2,0.0
x3015c0s25b0n0,9,0.0
x3015c0s25b0n0,12,0.0
x3015c0s25b0n0,26,
x3015c0s25b0n0,35,9.0
x3015c0s25b0n0,43,10.0
x3015c0s25b1n0,3,0.0
x3015c0s25b1n0,18,0.0
x3015c0s25b1n0,26,
x3015c0s25b1n0,27,0.0
x3015c0s25b1n0,31,0.0
x3015c0s25b1n0,35,9.0
x3015c0s25b1n0,36,9.0
x3015c0s25b1n0,37,10.0
x3015c0s31b0n0,0,0.0
x3015c0s31b0n0,16,1.0
x3015c0s31b0n0,20,
x3015c0s31b0n0,21,0.0
x3015c0s31b0n0,22,2.0
x3015c0s31b0n0,23,8.0
x3015c0s31b0n0,24,0.0
x3015c0s31b0n0,25,1.0
x3015c0s31b0n0,27,
x3015c0s31b0n0,28,1.0
x3015c0s31b0n0,30,
x3015c0s31b0n0,40,
x3015c0s31b0n0,46,1.0
x3015c0s31b1n0,1,0.0
x3015c0s31b1n0,9,0.0
x3015c0s31b1n0,18,0.0
x3015c0s31b1n0,35,9.0
x3015c0s31b1n0,39,0.0
x3015c0s31b1n0,42,0.0
x3015c0s31b1n0,48,10.0
